T30,Internet Usage,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
376,Israel,2015,Percentage of individuals using the internet,77.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
376,Israel,2019,Percentage of individuals using the internet,86.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
376,Israel,2020,Percentage of individuals using the internet,90.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
376,Israel,2021,Percentage of individuals using the internet,90.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
380,Italy,2000,Percentage of individuals using the internet,23.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
380,Italy,2005,Percentage of individuals using the internet,35.0,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
380,Italy,2010,Percentage of individuals using the internet,53.7,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
380,Italy,2015,Percentage of individuals using the internet,58.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
380,Italy,2019,Percentage of individuals using the internet,67.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
380,Italy,2020,Percentage of individuals using the internet,70.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
380,Italy,2021,Percentage of individuals using the internet,74.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
388,Jamaica,2000,Percentage of individuals using the internet,3.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
388,Jamaica,2005,Percentage of individuals using the internet,12.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
388,Jamaica,2010,Percentage of individuals using the internet,27.7,Population aged 14 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
388,Jamaica,2015,Percentage of individuals using the internet,42.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
388,Jamaica,2019,Percentage of individuals using the internet,70.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
388,Jamaica,2020,Percentage of individuals using the internet,79.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
388,Jamaica,2021,Percentage of individuals using the internet,82.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
392,Japan,2000,Percentage of individuals using the internet,30.0,PC-based only.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
392,Japan,2005,Percentage of individuals using the internet,66.9,Population aged 6 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
392,Japan,2010,Percentage of individuals using the internet,78.2,Population aged 6 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
392,Japan,2015,Percentage of individuals using the internet,91.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
392,Japan,2019,Percentage of individuals using the internet,92.7,Estimate.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
392,Japan,2020,Percentage of individuals using the internet,90.2,Estimate.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
392,Japan,2021,Percentage of individuals using the internet,82.9,Estimate.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
832,Jersey,2000,Percentage of individuals using the internet,9.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
832,Jersey,2005,Percentage of individuals using the internet,31.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
400,Jordan,2000,Percentage of individuals using the internet,2.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
400,Jordan,2005,Percentage of individuals using the internet,12.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
400,Jordan,2010,Percentage of individuals using the internet,27.2,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
400,Jordan,2015,Percentage of individuals using the internet,54.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
400,Jordan,2019,Percentage of individuals using the internet,70.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
400,Jordan,2020,Percentage of individuals using the internet,75.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
400,Jordan,2021,Percentage of individuals using the internet,82.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
398,Kazakhstan,2000,Percentage of individuals using the internet,0.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
398,Kazakhstan,2005,Percentage of individuals using the internet,3.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
398,Kazakhstan,2010,Percentage of individuals using the internet,31.6,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
398,Kazakhstan,2015,Percentage of individuals using the internet,70.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
398,Kazakhstan,2019,Percentage of individuals using the internet,81.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
398,Kazakhstan,2020,Percentage of individuals using the internet,85.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
398,Kazakhstan,2021,Percentage of individuals using the internet,90.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
404,Kenya,2000,Percentage of individuals using the internet,0.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
404,Kenya,2005,Percentage of individuals using the internet,3.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
404,Kenya,2010,Percentage of individuals using the internet,7.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
404,Kenya,2015,Percentage of individuals using the internet,16.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
404,Kenya,2019,Percentage of individuals using the internet,22.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
404,Kenya,2020,Percentage of individuals using the internet,25.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
404,Kenya,2021,Percentage of individuals using the internet,28.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
296,Kiribati,2000,Percentage of individuals using the internet,1.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
296,Kiribati,2005,Percentage of individuals using the internet,4.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
296,Kiribati,2010,Percentage of individuals using the internet,9.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
296,Kiribati,2015,Percentage of individuals using the internet,14.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
296,Kiribati,2019,Percentage of individuals using the internet,43.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
296,Kiribati,2020,Percentage of individuals using the internet,45.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
296,Kiribati,2021,Percentage of individuals using the internet,53.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
414,Kuwait,2000,Percentage of individuals using the internet,6.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
414,Kuwait,2005,Percentage of individuals using the internet,25.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
414,Kuwait,2010,Percentage of individuals using the internet,61.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
414,Kuwait,2015,Percentage of individuals using the internet,82.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
414,Kuwait,2019,Percentage of individuals using the internet,99.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
414,Kuwait,2020,Percentage of individuals using the internet,99.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
414,Kuwait,2021,Percentage of individuals using the internet,99.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
417,Kyrgyzstan,2000,Percentage of individuals using the internet,1.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
417,Kyrgyzstan,2005,Percentage of individuals using the internet,10.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
417,Kyrgyzstan,2010,Percentage of individuals using the internet,16.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
417,Kyrgyzstan,2015,Percentage of individuals using the internet,30.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
417,Kyrgyzstan,2019,Percentage of individuals using the internet,64.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
417,Kyrgyzstan,2020,Percentage of individuals using the internet,72.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
417,Kyrgyzstan,2021,Percentage of individuals using the internet,77.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
418,Lao People's Dem. Rep.,2000,Percentage of individuals using the internet,0.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
418,Lao People's Dem. Rep.,2005,Percentage of individuals using the internet,0.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
418,Lao People's Dem. Rep.,2010,Percentage of individuals using the internet,7.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
418,Lao People's Dem. Rep.,2015,Percentage of individuals using the internet,18.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
418,Lao People's Dem. Rep.,2019,Percentage of individuals using the internet,47.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
418,Lao People's Dem. Rep.,2020,Percentage of individuals using the internet,54.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
418,Lao People's Dem. Rep.,2021,Percentage of individuals using the internet,62.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
428,Latvia,2000,Percentage of individuals using the internet,6.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
428,Latvia,2005,Percentage of individuals using the internet,46.0,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
428,Latvia,2010,Percentage of individuals using the internet,68.4,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
428,Latvia,2015,Percentage of individuals using the internet,79.2,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
428,Latvia,2019,Percentage of individuals using the internet,86.1,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
428,Latvia,2020,Percentage of individuals using the internet,88.9,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
428,Latvia,2021,Percentage of individuals using the internet,91.2,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
422,Lebanon,2000,Percentage of individuals using the internet,8.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
422,Lebanon,2005,Percentage of individuals using the internet,10.1,Estimate.;Population aged 6 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
422,Lebanon,2010,Percentage of individuals using the internet,43.7,Estimate.;Population aged 15 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
422,Lebanon,2015,Percentage of individuals using the internet,74.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
422,Lebanon,2019,Percentage of individuals using the internet,79.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
422,Lebanon,2020,Percentage of individuals using the internet,83.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
422,Lebanon,2021,Percentage of individuals using the internet,86.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
426,Lesotho,2000,Percentage of individuals using the internet,0.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
426,Lesotho,2005,Percentage of individuals using the internet,2.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
426,Lesotho,2010,Percentage of individuals using the internet,3.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
426,Lesotho,2015,Percentage of individuals using the internet,25.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
426,Lesotho,2019,Percentage of individuals using the internet,42.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
426,Lesotho,2020,Percentage of individuals using the internet,42.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
426,Lesotho,2021,Percentage of individuals using the internet,48.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
430,Liberia,2000,Percentage of individuals using the internet,0.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
430,Liberia,2010,Percentage of individuals using the internet,2.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
430,Liberia,2015,Percentage of individuals using the internet,10.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
430,Liberia,2019,Percentage of individuals using the internet,23.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
430,Liberia,2020,Percentage of individuals using the internet,28.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
430,Liberia,2021,Percentage of individuals using the internet,33.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
434,Libya,2000,Percentage of individuals using the internet,0.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
434,Libya,2005,Percentage of individuals using the internet,3.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
434,Libya,2010,Percentage of individuals using the internet,14.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
438,Liechtenstein,2000,Percentage of individuals using the internet,36.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
438,Liechtenstein,2005,Percentage of individuals using the internet,63.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
438,Liechtenstein,2010,Percentage of individuals using the internet,80.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
438,Liechtenstein,2015,Percentage of individuals using the internet,96.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
438,Liechtenstein,2019,Percentage of individuals using the internet,93.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
438,Liechtenstein,2020,Percentage of individuals using the internet,94.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
438,Liechtenstein,2021,Percentage of individuals using the internet,95.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
440,Lithuania,2000,Percentage of individuals using the internet,6.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
440,Lithuania,2005,Percentage of individuals using the internet,36.2,Population aged 16 to 74 years.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
440,Lithuania,2010,Percentage of individuals using the internet,62.1,Population aged 16 to 74 years.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
440,Lithuania,2015,Percentage of individuals using the internet,71.4,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
440,Lithuania,2019,Percentage of individuals using the internet,81.6,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
440,Lithuania,2020,Percentage of individuals using the internet,83.1,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
440,Lithuania,2021,Percentage of individuals using the internet,86.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
442,Luxembourg,2000,Percentage of individuals using the internet,22.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
442,Luxembourg,2005,Percentage of individuals using the internet,70.0,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
442,Luxembourg,2010,Percentage of individuals using the internet,90.6,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
442,Luxembourg,2015,Percentage of individuals using the internet,96.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
442,Luxembourg,2019,Percentage of individuals using the internet,97.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
442,Luxembourg,2020,Percentage of individuals using the internet,98.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
442,Luxembourg,2021,Percentage of individuals using the internet,98.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
450,Madagascar,2000,Percentage of individuals using the internet,0.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
450,Madagascar,2005,Percentage of individuals using the internet,0.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
450,Madagascar,2010,Percentage of individuals using the internet,1.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
450,Madagascar,2015,Percentage of individuals using the internet,4.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
450,Madagascar,2019,Percentage of individuals using the internet,11.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
450,Madagascar,2020,Percentage of individuals using the internet,13.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
450,Madagascar,2021,Percentage of individuals using the internet,19.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
454,Malawi,2000,Percentage of individuals using the internet,0.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
454,Malawi,2005,Percentage of individuals using the internet,0.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
454,Malawi,2010,Percentage of individuals using the internet,2.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
454,Malawi,2015,Percentage of individuals using the internet,6.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
454,Malawi,2019,Percentage of individuals using the internet,13.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
454,Malawi,2020,Percentage of individuals using the internet,18.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
454,Malawi,2021,Percentage of individuals using the internet,24.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
458,Malaysia,2000,Percentage of individuals using the internet,21.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
458,Malaysia,2005,Percentage of individuals using the internet,48.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
458,Malaysia,2010,Percentage of individuals using the internet,56.3,Refers to total population.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
458,Malaysia,2015,Percentage of individuals using the internet,71.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
458,Malaysia,2019,Percentage of individuals using the internet,84.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
458,Malaysia,2020,Percentage of individuals using the internet,89.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
458,Malaysia,2021,Percentage of individuals using the internet,96.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
462,Maldives,2000,Percentage of individuals using the internet,2.2,Country estimate based on the assumption that every connection (except leased lines) serves 4 users (average household size is 6) and a leased line serves 10 users. Excluding mobile Internet users.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
462,Maldives,2005,Percentage of individuals using the internet,6.9,Country estimate based on the assumption that every connection (except leased lines) serves 4 users (average household size is 6) and a leased line serves 10 users. Excluding mobile Internet users.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
462,Maldives,2010,Percentage of individuals using the internet,26.5,Population aged 15 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
462,Maldives,2015,Percentage of individuals using the internet,54.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
462,Maldives,2019,Percentage of individuals using the internet,77.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
462,Maldives,2020,Percentage of individuals using the internet,77.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
462,Maldives,2021,Percentage of individuals using the internet,85.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
466,Mali,2000,Percentage of individuals using the internet,0.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
466,Mali,2005,Percentage of individuals using the internet,0.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
466,Mali,2010,Percentage of individuals using the internet,2.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
466,Mali,2015,Percentage of individuals using the internet,10.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
466,Mali,2019,Percentage of individuals using the internet,22.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
466,Mali,2020,Percentage of individuals using the internet,27.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
466,Mali,2021,Percentage of individuals using the internet,34.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
470,Malta,2000,Percentage of individuals using the internet,13.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
470,Malta,2005,Percentage of individuals using the internet,41.2,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
470,Malta,2010,Percentage of individuals using the internet,63.0,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
470,Malta,2015,Percentage of individuals using the internet,76.0,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
470,Malta,2019,Percentage of individuals using the internet,85.8,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
470,Malta,2020,Percentage of individuals using the internet,86.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
470,Malta,2021,Percentage of individuals using the internet,87.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
584,Marshall Islands,2000,Percentage of individuals using the internet,1.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
584,Marshall Islands,2005,Percentage of individuals using the internet,3.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
584,Marshall Islands,2010,Percentage of individuals using the internet,7.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
584,Marshall Islands,2015,Percentage of individuals using the internet,19.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
474,Martinique,2000,Percentage of individuals using the internet,7.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
474,Martinique,2005,Percentage of individuals using the internet,32.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
478,Mauritania,2000,Percentage of individuals using the internet,0.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
478,Mauritania,2005,Percentage of individuals using the internet,0.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
478,Mauritania,2010,Percentage of individuals using the internet,4.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
478,Mauritania,2015,Percentage of individuals using the internet,17.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
478,Mauritania,2019,Percentage of individuals using the internet,42.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
478,Mauritania,2020,Percentage of individuals using the internet,53.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
478,Mauritania,2021,Percentage of individuals using the internet,58.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
480,Mauritius,2000,Percentage of individuals using the internet,7.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
480,Mauritius,2005,Percentage of individuals using the internet,15.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
480,Mauritius,2010,Percentage of individuals using the internet,28.3,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
480,Mauritius,2015,Percentage of individuals using the internet,50.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
480,Mauritius,2019,Percentage of individuals using the internet,61.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
480,Mauritius,2020,Percentage of individuals using the internet,64.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
480,Mauritius,2021,Percentage of individuals using the internet,67.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
175,Mayotte,2000,Percentage of individuals using the internet,1.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
484,Mexico,2000,Percentage of individuals using the internet,5.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
484,Mexico,2005,Percentage of individuals using the internet,17.2,Estimate.;Estimate to December based on ENDUTIH survey. Refers to total population.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
484,Mexico,2010,Percentage of individuals using the internet,31.1,Estimate to December based on ENDUTIH survey. Refers to total population.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
484,Mexico,2015,Percentage of individuals using the internet,57.4,Population aged 6 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
484,Mexico,2019,Percentage of individuals using the internet,69.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
484,Mexico,2020,Percentage of individuals using the internet,71.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
484,Mexico,2021,Percentage of individuals using the internet,75.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
